type,jan_regis,feb_regis,mar_regis,apr_regis,total_regis,jan_m,feb_m,mar_m,apr_m,total_m
การเก็บรวบรวมของเสียที่เป็นอันตราย,0,0,0,0,0,0,0,0,0,0
การบำบัดและการกำจัดของเสีย,0,0,0,0,0,0,0,0,0,0
การบำบัดและการกำจัดของเสียที่ไม่เป็นอันตราย,0,0,0,0,0,0,0,0,0,0
การบำบัดและการกำจัดของเสียที่ไม่เป็นอันตรายโดยการฝังกลบ อย่างถูกสุขอนามัย,0,2,1,1,4,0,6,1,20,27
การบำบัดและการกำจัดของเสียที่ไม่เป็นอันตรายโดยการเผาด้วยเตาเผาขยะ,0,3,3,2,8,0,4.15,6,6,16.15
การบำบัดและการกำจัดของเสียที่ไม่เป็นอันตรายโดยวิธีชีวภาพ,0,1,1,3,5,0,1,1,101,103
การบำบัดและการกำจัดของเสียที่ไม่เป็นอันตรายโดยวิธีอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,3,1,1,5,0,3,1,5,9
การบำบัดและการกำจัดกากสารกัมมันตรังสี,0,0,0,0,0,0,0,0,0,0
การบำบัดและการกำจัดของเสียที่เป็นอันตรายยกเว้นกากสารกัมมันตรังสี,0,0,0,0,0,0,0,0,0,0
การนำวัสดุที่ใช้แล้วกลับมาใช้ใหม่,7,7,13,10,37,43,14.45,33,13.5,103.95
กิจกรรมการบำบัดและการจัดบริการเก็บของเสียอื่นๆ,2,0,0,0,2,6,0,0,0,6
การก่อสร้างอาคาร,0,0,0,0,0,0,0,0,0,0
การก่อสร้างอาคารที่พักอาศัย,320,316,290,253,1179,492.156,482.43,451.651,397.977,1824.214
การก่อสร้างอาคารที่ไม่ใช่ที่พักอาศัย,265,240,283,212,1000,474.4,462.1018,489.045,565.945,1991.4918
การก่อสร้างถนนและทางรถไฟ,0,0,0,0,0,0,0,0,0,0
การก่อสร้างถนนสะพานและอุโมงค์,42,46,61,34,183,66.7,110.61,105.1325,54.101,336.5435
การก่อสร้างทางรถไฟและรถใต้ดิน,0,0,0,0,0,0,0,0,0,0
การก่อสร้างโครงการสาธารณูปโภค,0,0,0,0,0,0,0,0,0,0
การก่อสร้างโครงการสาธารณูปโภคเกี่ยวกับน้ำน้ำมันและก๊าซ,5,5,3,1,14,5,6,2.5,1,14.5
การก่อสร้างโครงการสาธารณูปโภคเกี่ยวกับสายส่งไฟฟ้ากำลังและสายสัญญาณสื่อสาร,9,19,7,6,41,10.1,34.5,8,4.7,57.3
การก่อสร้างโครงการวิศวกรรรมโยธาอื่นๆ,0,0,0,0,0,0,0,0,0,0
การก่อสร้างระบบสาธารณูปโภคสิ่งอำนวยความสะดวก (ยกเว้นตัวอาคารของโรงงานอุตสาหกรรม) และโครงการวิศวกรรมโยธาอื่นๆที่เกี่ยวข้องในน้ำ,2,7,8,4,21,3,11,24,5,43
การก่อสร้างโครงการวิศวกรรมโยธาอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,14,15,26,16,71,23.5,30.81,50.05,26.825,131.185
การรื้อถอนและการเตรียมสถานที่ก่อสร้าง,0,0,0,0,0,0,0,0,0,0
การรื้อถอน,1,3,0,2,6,5,4,0,2.1,11.1
การเตรียมสถานที่ก่อสร้าง,12,14,18,12,56,12.7,24.52,25.65,25,87.87
การติดตั้งไฟฟ้า,138,103,82,98,421,161.785,178,112.85,130.64,583.275
การติดตั้งระบบท่อระบบทำความร้อนและระบบปรับอากาศ,0,0,0,0,0,0,0,0,0,0
การติดตั้งระบบประปาและระบายน้ำ,12,6,12,8,38,16.2,9.5,14.9,16,56.6
การติดตั้งระบบทำความร้อน,2,2,0,1,5,3,2,0,1,6
การติดตั้งระบบระบายอากาศ,26,18,21,17,82,23.71,19.7,18.9,11.6,73.91
การติดตั้งฉนวน,1,1,1,1,4,3,4,1,1,9
การติดตั้งสิ่งก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,9,17,15,10,51,17,26.7,28.1,24,95.8
การตกแต่งอาคารให้เสร็จสมบูรณ์,0,0,0,0,0,0,0,0,0,0
การติดตั้งส่วนประกอบอาคารและการตกแต่งภายใน,29,16,19,15,79,43.85,21,26.55,16.4,107.8
การปูพื้นและผนัง,3,1,3,2,9,4.1,1,2.02,1.1,8.22
การทาสี,5,1,2,2,10,3.7,1,2,2,8.7
การตกแต่งอาคารให้เสร็จสมบูรณ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,4,3,7,3,17,4,3,7,3,17
การก่อสร้างฐานรากรวมถึงการตอกเสาเข็ม,5,1,1,5,12,5,2,1,7,15
กิจกรรมการก่อสร้างเฉพาะด้านอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,8,10,13,8,39,10.5,16.1,11.5,12.1,50.2
การขายส่งการขายปลีกการซ่อมยานยนต์และจักรยานยนต์,0,0,0,0,0,0,0,0,0,0
การขายยานยนต์,0,0,0,0,0,0,0,0,0,0
การขายยานยนต์ใหม่ชนิดรถยนต์นั่งส่วนบุคคลรถกระบะรถตู้ และรถขนาดเล็กที่คล้ายกัน,20,17,19,22,78,64.2,117.6,99.2,45,326
การขายยานยนต์ใหม่ชนิดรถบรรทุกและยานยนต์หนักอื่นๆ,2,5,3,2,12,7,7,7.5,5,26.5
การขายยานยนต์เก่าชนิดรถยนต์นั่งส่วนบุคคลรถกระบะรถตู้และรถขนาดเล็กที่คล้ายกัน,8,12,10,10,40,22,29,24,20.9,95.9
การขายยานยนต์เก่าชนิดรถบรรทุกและยานยนต์หนักอื่นๆ,0,2,1,2,5,0,3,0.5,1.5,5
การบำรุงรักษาและการซ่อมยานยนต์,0,0,0,0,0,0,0,0,0,0
การบำรุงรักษาและการซ่อมระบบเครื่องยนต์และชิ้นส่วนยานยนต์,68,62,54,40,224,77.13,68.93,77.26,54.85,278.17
การบำรุงรักษาและการซ่อมตัวถังประตูหน้าต่างและอื่นๆที่คล้ายกัน,6,4,4,5,19,8,4,3.5,9,24.5
การบำรุงรักษายานยนต์ทั่วไป,21,25,19,12,77,26.7,27.6,26.29,19.401,99.991
การขายชิ้นส่วนและอุปกรณ์เสริมของยานยนต์,0,0,0,0,0,0,0,0,0,0
การขายส่งชิ้นส่วนและอุปกรณ์เสริมใหม่ของยานยนต์,30,28,18,17,93,39.7,41.3,29.6,25.8,136.4
การขายปลีกชิ้นส่วนและอุปกรณ์เสริมใหม่ของยานยนต์,35,48,46,34,163,53.45,63.45,58.91,51.9,227.71
การขายส่งและขายปลีกชิ้นส่วนและอุปกรณ์เสริมเก่าของยานยนต์,8,11,9,8,36,12.5,13.6,22,6.71,54.81
การขายการบำรุงรักษาและการซ่อมจักรยานยนต์ชิ้นส่วนและอุปกรณ์เสริมที่เกี่ยวเนื่อง,0,0,0,0,0,0,0,0,0,0
การขายจักรยานยนต์,12,6,14,3,35,14.9,9,18.4,2.5,44.8
การขายส่งชิ้นส่วนและอุปกรณ์เสริมใหม่ของจักรยานยนต์,3,2,4,2,11,1.6,2,2,1.5,7.1
การขายปลีกชิ้นส่วนและอุปกรณ์เสริมใหม่ของจักรยานยนต์,3,6,12,11,32,3,4.4,10.6,12.72,30.72
การขายส่งและปลีกชิ้นส่วนและอุปกรณ์เสริมเก่าของจักรยานยนต์,0,1,1,1,3,0,1,1,0.1,2.1
การบำรุงรักษาและการซ่อมจักรยานยนต์,9,1,1,4,15,8.7,1,2,4,15.7
การขายส่งโดยได้รับค่าตอบแทนหรือตามสัญญาจ้าง,0,0,0,0,0,0,0,0,0,0
