type,jan_regis,feb_regis,mar_regis,apr_regis,total_regis,jan_m,feb_m,mar_m,apr_m,total_m
กิจกรรมการบริการเทคโนโลยีสารสนเทศและคอมพิวเตอร์อื่นๆ,29,25,40,37,131,41.5,33.87,63.62,68.1,207.09
การประมวลผลข้อมูลการสร้างแม่ข่ายและกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0
กิจกรรมการบริหารจัดการและประมวลผลข้อมูล,8,11,12,9,40,14.2,11.4,13.398,13.2,52.198
กิจกรรมการสร้างแม่ข่าย,6,2,5,6,19,9.01,5,12,17,43.01
การบริการเป็นตลาดกลางในการซื้อขายสินค้าหรือบริการ โดยวิธีใช้สื่ออิเล็กทรอนิกส์ผ่านระบบเครือข่ายอินเทอร์เน็ต,23,34,29,24,110,36.9,34.503,42.05,32.26,145.713
เวบท่า,2,0,4,5,11,1.3,0,4,8.1,13.4
กิจกรรมสำนักข่าว,0,0,0,0,0,0,0,0,0,0
กิจกรรมสำนักข่าวสื่อสิ่งพิมพ์,0,0,1,2,3,0,0,1,2,3
กิจกรรมสำนักข่าวสื่อโสตทัศน์,0,1,0,0,1,0,1,0,0,1
กิจกรรมบริการสารสนเทศอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,2,1,6,10,1,6,3,9.2,19.2
กิจกรรมบริการทางการเงิน ยกเว้น การประกันภัยและกองทุนบำเหน็จบำนาญ,0,0,0,0,0,0,0,0,0,0
ธนาคารกลาง,0,0,0,0,0,0,0,0,0,0
ตัวกลางทางการเงินอื่นๆ,0,0,0,0,0,0,0,0,0,0
ธนาคารพาณิชย์,0,0,0,0,0,0,0,0,0,0
บริษัทเงินทุน,0,0,0,0,0,0,0,0,0,0
บริษัทเครดิตฟองซิเอร์,0,0,0,0,0,0,0,0,0,0
ธนาคารเฉพาะกิจ,0,0,0,0,0,0,0,0,0,0
สหกรณ์ที่เป็นตัวกลางทางการเงิน,0,0,0,0,0,0,0,0,0,0
กิจกรรมของบริษัทโฮลดิ้งที่ลงทุนในธุรกิจการเงินเป็นหลัก,14,9,21,13,57,31.3118,20.5,96.35,62.79,210.9518
กิจกรรมของบริษัทโฮลดิ้งที่ไม่ได้ลงทุนในธุรกิจการเงินเป็นหลัก,56,57,68,43,224,555.2785,454.5805,362.7096,8132.0777,9504.6463
กองทุน,0,0,0,0,0,0,0,0,0,0
ทรัสต์,0,0,0,0,0,0,0,0,0,0
กิจกรรมทางการเงินอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,0,3,0,4,1,0,2.1,0,3.1
สัญญาเช่าทางการเงินสำหรับยานยนต์,0,4,3,0,7,0,12,4,0,16
สัญญาเช่าทางการเงินสำหรับเครื่องจักรและอุปกรณ์เพื่อ การดำเนินธุรกิจ,0,0,3,1,4,0,0,7,1,8
สัญญาเช่าทางการเงินสำหรับสินค้าอุปโภค (ยกเว้นยานยนต์และ จักรยานยนต์),0,0,0,0,0,0,0,0,0,0
การให้สินเชื่อประเภทอื่นๆ,0,0,0,0,0,0,0,0,0,0
การให้สินเชื่อเพื่อการค้าและการลงทุน,0,1,0,1,2,0,1,0,5,6
การให้สินเชื่อเพื่อการอุปโภคบริโภค,0,0,1,2,3,0,0,1,5.5,6.5
การให้สินเชื่อเพื่อการซื้อที่อยู่อาศัย,0,0,0,0,0,0,0,0,0,0
การให้สินเชื่อบัตรเครดิต,0,0,0,0,0,0,0,0,0,0
การบริการของโรงรับจำนำ,0,1,3,0,4,0,3,35,0,38
การให้สินเชื่ออื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,16,13,12,7,48,63.5,55,55.95,27,201.45
กิจกรรมการให้เงินทุนนอกเหนือจากการให้กู้ยืมเงิน,4,2,0,3,9,12.04,1.3,0,7,20.34
กิจกรรมการลงทุนที่เป็นกิจกรรมของตนเอง,3,11,5,5,24,6.5,18,13,5.1,42.6
กิจกรรมบริการทางการเงินอื่นๆ (ยกเว้นกิจกรรมการประกันภัย และกองทุนบำเหน็จบำนาญ) ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,3,5,6,15,0.5,2.5,4.54,14,21.54
การประกันภัย,0,0,0,0,0,0,0,0,0,0
การประกันชีวิต,0,0,0,1,1,0,0,0,0.15,0.15
การประกันวินาศภัย,0,0,1,0,1,0,0,1,0,1
การประกันภัยต่อ,0,0,0,0,0,0,0,0,0,0
กองทุนบำเหน็จบำนาญ (ผลประโยชน์ ตอบแทนเพื่อการเกษียณอายุหรือการชราภาพ),0,0,0,0,0,0,0,0,0,0
การบริหารงานด้านตลาดการเงิน,0,0,0,0,0,0,0,0,0,0
การบริหารงานตลาดเงินและตลาดทุน,0,0,0,0,0,0,0,0,0,0
การบริหารงานตลาดอนุพันธ์,0,0,0,0,0,0,0,0,0,0
การบริการควบคุมดูแลการบริหารงานตลาดการเงิน,0,0,0,0,0,0,0,0,0,0
กิจกรรมนายหน้าซื้อขายหลักทรัพย์และตราสารอนุพันธ์,0,0,0,0,0,0,0,0,0,0
กิจกรรมนายหน้าซื้อขายหลักทรัพย์,1,0,1,1,3,1,0,1,1,3
กิจกรรมนายหน้าซื้อขายตราสารอนุพันธ์,0,0,0,0,0,0,0,0,0,0
กิจกรรมเกี่ยวกับแลกเปลี่ยนเงินตราต่างประเทศ,8,16,19,12,55,18,29.5,30,20,97.5
กิจกรรมอื่นๆที่สนับสนุนกิจกรรมบริการทางการเงิน,0,0,0,0,0,0,0,0,0,0
บริการที่ปรึกษาการลงทุน,3,8,17,4,32,11,11.5,32.33,12.2,67.03
กิจกรรมการประมวลผลและการเรียกชำระเงินสำหรับธุรกรรม ทางการเงิน,1,4,1,2,8,5,5,1,2,13
บริการดูแลและรักษาหลักทรัพย์,0,1,2,1,4,0,2,2,1,5
กิจกรรมอื่นๆที่ช่วยเสริมกิจกรรมการให้บริการทางการเงิน ซึ่งมิได้จัดประเภทไว้ในที่อื่น,36,15,8,16,75,45.652,16.1,17.59,92.256,171.598
การประเมินความเสี่ยงภัยและมูลค่าความเสียหาย,5,4,3,0,12,3.6,4.6,3,0,11.2
กิจกรรมของตัวแทนและนายหน้าประกันภัย,0,0,0,0,0,0,0,0,0,0
กิจกรรมของตัวแทนและนายหน้าประกันชีวิต,0,0,5,2,7,0,0,4.05,1.5,5.55
กิจกรรมของตัวแทนและนายหน้าประกันวินาศภัย,1,1,1,0,3,1,3,0.02,0,4.02
กิจกรรมอื่นๆที่สนับสนุนการประกันภัยและกองทุนบำเหน็จ บำนาญ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการจัดการหลักทรัพย์การลงทุนและกองทุน (ยกเว้น กองทุนบำเหน็จบำนาญ),0,1,0,0,1,0,5,0,0,5
กิจกรรมเกี่ยวกับอสังหาริมทรัพย์,0,0,0,0,0,0,0,0,0,0
กิจกรรมเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของตนเองหรือเช่าจาก ผู้อื่น,0,0,0,0,0,0,0,0,0,0
การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเอง เพื่อการพักอาศัย,117,100,99,77,393,429.311,459.3,412.85,528.15,1829.611
การซื้อและการขายอสังหาริมทรัพย์ที่เป็นของตนเองที่ไม่ใช่ เพื่อเป็นที่พักอาศัย,115,88,98,51,352,600.59,285.4,399.0307,289,1574.0207
การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็น ของตนเองหรือเช่าจากผู้อื่นเพื่อเป็นที่พักอาศัย,87,59,91,71,308,151.225004,271.4002,206.3,190.72,819.645204
การเช่าและการดำเนินการเกี่ยวกับอสังหาริมทรัพย์ที่เป็นของ ตนเองหรือเช่าจากผู้อื่นที่ไม่ใช่เพื่อเป็นที่พักอาศัย,46,49,86,43,224,173.5,110.46,234.0582,119.865,637.8832
กิจกรรมเกี่ยวกับอสังหาริมทรัพย์ที่กระทำโดยได้รับค่าตอบแทน หรือตามสัญญาจ้าง,0,0,0,0,0,0,0,0,0,0
กิจกรรมของตัวแทนและนายหน้าอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,110,97,105,75,387,225.8,206.8,197.335,137.67,767.605
กิจกรรมบริการอื่นๆที่เกี่ยวกับอสังหาริมทรัพย์โดยได้รับ ค่าตอบแทนหรือตามสัญญาจ้าง,21,25,21,14,81,42,63.5002,43,43,191.5002
กิจกรรมทางกฎหมายและบัญชี,0,0,0,0,0,0,0,0,0,0
กิจกรรมทางกฎหมาย,71,53,52,43,219,102.33,66.15,68.3,62.1001,298.8801
กิจกรรมเกี่ยวกับบัญชีการทำบัญชีและการตรวจสอบบัญชี การให้คำปรึกษาด้านภาษี,177,99,77,63,416,99.15,64.191,49.720015,40.01,253.071015
กิจกรรมของสำนักงานใหญ่,0,0,0,1,1,0,0,0,1,1
สำนักงานผู้แทนนิติบุคคลระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0
สำนักงานภูมิภาคของบริษัทข้ามชาติ,0,0,0,2,2,0,0,0,5.1,5.1
สำนักงานปฏิบัติการภูมิภาค,6,6,17,14,43,9.1,31.76789,25.19,15.3313,81.38919
กิจกรรมการให้คำปรึกษาด้านการบริหารจัดการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมให้คำปรึกษาด้านการสื่อสารประชาสัมพันธ์,3,7,8,6,24,3,2.85,12,7.8,25.65
กิจกรรมให้คำปรึกษาด้านการบริหารจัดการการเงิน,6,13,14,11,44,5.2,20.015,10.05,8.62,43.885
กิจกรรมให้คำปรึกษาด้านการบริหารจัดการอื่นๆซึ่งมิได้จัด ประเภทไว้ในที่อื่น,193,168,184,158,703,245.8935,249.505,255.73,200.869887,951.998387
ตัวแทนธุรกิจการค้าระหว่างประเทศ,0,0,0,0,0,0,0,0,0,0
กิจกรรมงานสถาปัตยกรรมและวิศวกรรมและการให้คำปรึกษา ทางด้านเทคนิคที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0
กิจกรรมงานสถาปัตยกรรมและการให้คำปรึกษาที่เกี่ยวข้อง,20,21,19,21,81,23.1,27.7,20.6,29.3,100.7
กิจกรรมงานวิศวกรรมและการให้คำปรึกษาทางด้านเทคนิค ที่เกี่ยวข้อง,63,48,43,38,192,107.65,66.307,73.25,435.65,682.857
กิจกรรมงานธรณีฟิสิกส์ธรณีวิทยาและการให้คำปรึกษาที่ เกี่ยวข้อง,2,2,0,3,7,1.5,3,0,6.7,11.2
การทดสอบและการวิเคราะห์ทางเทคนิค,0,0,0,0,0,0,0,0,0,0
การทดสอบและวิเคราะห์การปฏิบัติการทางกายภาพและเคมี,3,1,1,0,5,4,0.1,1,0,5.1
การตรวจสภาพยานยนต์ทางเทคนิค,8,4,6,8,26,11.5,4.5,5.55,8.051,29.601
การทดสอบและวิเคราะห์ทางเทคนิคอื่นๆซึ่งมิได้จัดประเภท ไว้ในที่อื่น,4,3,7,1,15,12,1.2,13,0.1,26.3
การวิจัยและพัฒนาเชิงทดลองด้านวิทยาศาสตร์ธรรมชาติ,0,1,3,1,5,0,2,4.5,1,7.5
การวิจัยและพัฒนาเชิงทดลองด้านเทคโนโลยีชีวภาพ,5,1,1,3,10,5055.5,1,0.5,3.1,5060.1
การวิจัยและพัฒนาเชิงทดลองด้านวิศวกรรมและเทคโนโลยีอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,14,8,9,13,44,26.15,29,20.5,25.8,101.45
การวิจัยและพัฒนาเชิงทดลองด้านสังคมศาสตร์และมนุษยศาสตร์,1,1,1,1,4,1,0.1,0.1,1,2.2
การโฆษณา,0,0,0,0,0,0,0,0,0,0
กิจกรรมของบริษัทโฆษณา,124,111,131,92,458,129.320998,143.11805,122.586,74.808,469.833048
กิจกรรมของตัวแทนขายสื่อโฆษณา,22,24,21,18,85,16.618,29.85,21.125,16.3,83.893
การวิจัยตลาดและการสำรวจความคิดเห็นของประชาชน (ประชามติ),0,0,0,1,1,0,0,0,1,1
กิจกรรมการออกแบบเฉพาะด้าน,0,0,0,0,0,0,0,0,0,0
กิจกรรมการออกแบบและตกแต่งภายใน,40,41,52,44,177,59.5,64.1,53.16,63.9,240.66
กิจกรรมการออกแบบเฉพาะด้านอื่นๆซึ่งมิได้จัดประเภทไว้ ในที่อื่น,12,17,18,22,69,10.65,12.602,23.75,18.9,65.902
กิจกรรมการถ่ายภาพ,20,12,11,12,55,23.7,6.6,17.1,16.212,63.612
กิจกรรมการแปลการแปลความหมายและล่าม,1,6,5,4,16,1,3.7,4.8,5.2,14.7
กิจกรรมการให้คำปรึกษาด้านสิ่งแวดล้อม,5,6,2,8,21,6,6,10,13.5,35.5
กิจกรรมทางวิชาชีพวิทยาศาสตร์และเทคนิคอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,6,3,7,2,18,9.3,6.1,7,1.1,23.5
กิจกรรมเกี่ยวกับสัตวแพทย์,13,11,10,14,48,20,16,14.5,37.1,87.6
การให้เช่าและให้เช่าแบบลีสซิ่งยานยนต์,0,0,0,0,0,0,0,0,0,0
การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์ชนิดนั่งส่วนบุคคล รถกระบะรถตู้และรถขนาดเล็กที่คล้ายกัน,28,29,28,26,111,43.7,54.25,36.33,41.72,176
การให้เช่าและให้เช่าแบบลิสซิ่งยานยนต์ชนิดรถบรรทุก และยานยนต์หนักอื่นๆ,5,3,5,4,17,11.5,3,6,5.5,26
การให้เช่าและให้เช่าแบบลีสซิ่งสินค้าเพื่อการนันทนาการและการกีฬา,1,1,2,1,5,1,1,4.1,1,7.1
การให้เช่าแถบวีดิทัศน์และแผ่นดิสก์,0,0,0,0,0,0,0,0,0,0
การให้เช่าและให้เช่าแบบลิสซิ่งของใช้ส่วนบุคคลและเครื่องใช้ ในครัวเรือนอื่นๆ,0,0,0,0,0,0,0,0,0,0
การให้เช่าหนังสือ,0,0,0,0,0,0,0,0,0,0
การให้เช่าของใช้ส่วนบุคคลและของใช้ในครัวเรือนอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,5,9,9,8,31,5.5,9.1,10,6.4,31
การให้เช่าและให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์และสินค้า ที่จับต้องได้อื่นๆ,0,0,0,0,0,0,0,0,0,0
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางบก (ยกเว้นยานยนต์),0,1,3,0,4,0,2,4.4,0,6.4
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางน้ำ,2,0,1,1,4,2,0,1,1,4
การให้เช่าและการให้เช่าแบบลีสซิ่งอุปกรณ์การขนส่งทางอากาศ,0,0,0,0,0,0,0,0,0,0
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ ทางการเกษตรและการป่าไม้,0,0,0,0,0,0,0,0,0,0
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ ที่ใช้ในการก่อสร้างและงานวิศวกรรมโยธา,14,14,10,6,44,18.5,30,16.25,15,79.75
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรและอุปกรณ์ สำนักงาน,3,1,0,1,5,1.6,5,0,1,7.6
การให้เช่าและการให้เช่าแบบลีสซิ่งเครื่องจักรอุปกรณ์ และสินค้าที่จับต้องได้อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,6,5,12,6,29,17.1,17,27.2,8.2,69.5
การให้เช่าแบบลิสซิ่งผลิตภัณฑ์ที่มีสินทรัพย์ทางปัญญา และผลิตภัณฑ์ที่คล้ายกันยกเว้นงานที่มีลิขสิทธิ์,6,3,6,3,18,6.5,5.65,18.5,4.2,34.85
บริการเกี่ยวกับสิทธิพิเศษอื่น ๆ,0,1,1,0,2,0,0.05,1,0,1.05
กิจกรรมของสำนักงานจัดหางานหรือตัวแทนจัดหางาน,0,0,0,0,0,0,0,0,0,0
กิจกรรมของบริษัทตัวแทนและสำนักงานคัดเลือกนักแสดง,4,3,3,7,17,4,1.6,6,6.55,18.15
กิจกรรมของสำนักงานจัดหางานหรือตัวแทนจัดหางานอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,4,7,5,7,23,12.5,8.1,8.5,26,55.1
กิจกรรมการให้บริการจ้างงานชั่วคราว,18,12,21,8,59,28.7,14.2502,43.5,23,109.4502
กิจกรรมการจัดหาทรัพยากรมนุษย์อื่นๆ,7,6,6,9,28,9.001,7,4.7,13,33.701
ตัวแทนธุรกิจการเดินทางธุรกิจจัดนำเที่ยวและบริการสำรอง และกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0
ตัวแทนธุรกิจการเดินทางธุรกิจจัดนำเที่ยว,0,0,0,0,0,0,0,0,0,0
ตัวแทนธุรกิจการเดินทาง,12,16,16,12,56,12.4,17.851,16.3,12.52,59.071
ธุรกิจจัดนำเที่ยว,89,100,79,52,320,138.59,156.1,125.57,80.7,500.96
กิจกรรมบริการสำรองอื่นๆและกิจกรรมที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0
กิจกรรมของมัคคุเทศก์,0,0,1,0,1,0,0,1,0,1
กิจกรรมบริการสำรองอื่นๆและกิจกรรมที่เกี่ยวข้องซึ่งมิได้ จัดประเภทไว้ในที่อื่น,6,5,5,10,26,9.1,8.2,11.06,7.8,36.16
กิจกรรมการรักษาความปลอดภัยส่วนบุคคล,25,15,19,15,74,45.15,14,20,29.21,108.36
กิจกรรมการบริการระบบรักษาความปลอดภัย,4,6,6,3,19,3.5,6.5,10,3,23
กิจกรรมสืบสวน,0,1,0,0,1,0,1,0,0,1
กิจกรรมสนับสนุนการอำนวยความสะดวกแบบเบ็ดเสร็จ,0,1,1,0,2,0,2,2,0,4
การบริการทำความสะอาด,0,0,0,0,0,0,0,0,0,0
การบริการทำความสะอาดทั่วไปของตัวอาคาร,40,23,22,19,104,55,38.5,18.46,25.5,137.46
การบริการทำความสะอาดสำหรับอาคารและอุตสาหกรรม อื่นๆ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการทำความสะอาดพื้นผิวภายนอกอาคาร,1,1,1,0,3,0.1,1,0.3,0,1.4
กิจกรรมการทำความสะอาดภายในที่ใช้ความชำนาญเฉพาะด้าน,0,3,4,0,7,0,4.1,3.25,0,7.35
กิจกรรมการฆ่าเชื้อและกำจัด,10,3,3,2,18,7.81,3.03,3,5,18.84
กิจกรรมการทำความสะอาดสำหรับอาคารและอุตสาหกรรมอื่นๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,3,1,1,6,0.05,1.07,1,0.2,2.32
การบริการดูแลและบำรุงรักษาภูมิทัศน์,17,17,16,9,59,17.51,20.4,18.3,8.5,64.71
กิจกรรมการบริหารและสนับสนุนสำนักงาน,0,0,0,0,0,0,0,0,0,0
กิจกรรมบริการเพื่อการบริหารสำนักงานแบบเบ็ดเสร็จ,12,24,20,17,73,9.55,17.45,21,19.65,67.65
กิจกรรมการถ่ายเอกสารการเตรียมเอกสารและกิจกรรมเฉพาะด้าน อื่นๆที่สนับสนุนสำนักงาน,0,0,0,0,0,0,0,0,0,0
การถ่ายเอกสาร,5,0,3,1,9,4.1,0,7,1,12.1
การเตรียมเอกสารและกิจกรรมเฉพาะด้านอื่นๆที่สนับสนุน สำนักงาน,0,3,5,1,9,0,4,10.5,5,19.5
กิจกรรมศูนย์บริการลูกค้าทางโทรศัพท์,1,0,1,0,2,1,0,1,0,2
การจัดประชุมและการแสดงสินค้า,0,0,0,0,0,0,0,0,0,0
การจัดการประชุม,24,20,21,12,77,41.15,16.8,26.9,15.3,100.15
การจัดการแสดงทางธุรกิจและการแสดงสินค้า,39,37,35,21,132,47.65,56.1,49.228888,23.8,176.778888
กิจกรรมการบริการเพื่อสนับสนุนธุรกิจซึ่งมิได้จัดประเภทไว้ ในที่อื่น,0,0,0,0,0,0,0,0,0,0
กิจกรรมของหน่วยงานตัวแทนที่ทำหน้าที่เรียกเก็บเงินและข้อมูล เครดิต,0,0,0,0,0,0,0,0,0,0
กิจกรรมของตัวแทนที่ทำหน้าที่เรียกเก็บเงิน,2,1,3,1,7,6,1,36,1,44
กิจกรรมการบริการข้อมูลเครดิต,0,0,0,0,0,0,0,0,0,0
กิจกรรมที่เกี่ยวกับการบรรจุภัณฑ์,4,3,6,3,16,8,5.2,7,3,23.2
กิจกรรมการบริการอื่นๆเพื่อสนับสนุนธุรกิจซึ่งมิได้จัดประเภทไว้ ในที่อื่น,238,32,30,33,333,118.303,51.31,55.8459,49.408,274.8669
กิจกรรมการบริหารราชการทั่วไป,0,0,0,0,0,0,0,0,0,0
กิจกรรมด้านการบริการที่ส่งเสริมภาครัฐโดยรวม,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสุขภาพ การศึกษาวัฒนธรรมและการบริการทางสังคมอื่นๆยกเว้น การประกันสังคม,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางการศึกษา,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสุขภาพ,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการทางสิ่งแวดล้อมและที่พักอาศัย,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์เกี่ยวกับกิจกรรมการให้บริการด้านกีฬา นันทนาการวัฒนธรรมและศาสนา,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานทางการเกษตรกรรมการป่าไม้การประมง และการล่าสัตว์,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานทางด้านเชื้อเพลิงและพลังงาน,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการขายส่งและการขายปลีก,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ ในการดำเนินงานด้านการท่องเที่ยวและบริการที่เกี่ยวข้อง,0,0,0,0,0,0,0,0,0,0
การกำหนดกฎเกณฑ์และการสนับสนุนเพื่อเพิ่มประสิทธิภาพ การบริหารงานทั่วไปเกี่ยวกับเศรษฐกิจพาณิชย์และแรงงาน,0,0,0,0,0,0,0,0,0,0
การต่างประเทศ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการป้องกันประเทศ,0,0,0,0,0,0,0,0,0,0
กิจกรรมของตำรวจ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการจัดระเบียบและความปลอดภัยสาธารณะอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับประถมศึกษา,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับประถมศึกษาสำหรับเด็กปกติ,2,2,1,1,6,3,3,0.5,0.3,6.8
การศึกษาระดับประถมศึกษาสำหรับเด็กพิการ,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับประถมศึกษาโดยวิธีอื่นๆ,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาสำหรับ ผู้เรียนปกติ,1,0,0,1,2,2,0,0,0.1,2.1
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาสำหรับ ผู้เรียนพิการ,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับมัธยมศึกษาประเภทสามัญศึกษาโดยวิธีอื่นๆ,0,1,0,0,1,0,1,0,0,1
การศึกษาระดับมัธยมศึกษาประเภทอาชีวศึกษา,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับอุดมศึกษา ต่ำกว่าปริญญา,0,0,0,0,0,0,0,0,0,0
การศึกษาระดับอุดมศึกษา ปริญญาตรี,0,0,0,1,1,0,0,0,2,2
การศึกษาระดับอุดมศึกษา ระดับปริญญาโทขึ้นไป,0,0,0,0,0,0,0,0,0,0
การศึกษาด้านกีฬาและนันทนาการ,14,14,15,7,50,19.85,23.9,28,7.65,79.4
กิจกรรมการเรียนการสอนด้านการเต้นรำ,1,0,1,1,3,1,0,0.3,0.8,2.1
กิจกรรมการเรียนการสอนด้านดนตรี,8,5,3,5,21,7.4475,4.1,5.21,6.5,23.2575
กิจกรรมการเรียนการสอนด้านศิลปะ,1,1,2,1,5,1,4,1.1,0.1,6.2
การศึกษาด้านวัฒนธรรมอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,3,0,1,2,6,2.1,0,1,2,5.1
การศึกษาอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
กิจกรรมการเรียนการสอนภาษา,12,9,7,13,41,12.15,7.225,6,17.8,43.175
กิจกรรมการเรียนการสอนด้านเทคโนโลยีสารสนเทศ,4,2,3,6,15,4,3,4,8.5,19.5
กิจกรรมการกวดวิชาทั่วไป,13,6,2,5,26,11.3,4.7,3,5.2,24.2
กิจกรรมการเรียนการสอนตัดเสื้อผ้าและเสริมสวย,3,0,1,3,7,4,0,1,3,8
กิจกรรมการเรียนการสอนสปาบำบัด,0,0,0,2,2,0,0,0,6,6
กิจกรรมการเรียนการสอนนวด,2,1,1,3,7,2,1,3,5.5,11.5
กิจกรรมการเรียนการสอนขับขี่,0,0,0,1,1,0,0,0,1,1
การศึกษาอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,14,14,20,10,58,10.12,22,31.214,33.6,96.934
การบริการที่สนับสนุนการศึกษา,26,16,16,12,70,22.889,21.1,18.05,16.1,78.139
การศึกษาระดับก่อนประถมศึกษาสำหรับเด็กปกติ,2,1,2,0,5,3,1,6,0,10
การศึกษาระดับก่อนประถมศึกษาสำหรับเด็กพิการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมด้านสุขภาพของมนุษย์,0,0,0,0,0,0,0,0,0,0
กิจกรรมโรงพยาบาล,0,0,0,0,0,0,0,0,0,0
กิจกรรมโรงพยาบาล,21,14,14,16,65,33.75,16.1,23,84.5,157.35
กิจกรรมโรงพยาบาลเฉพาะทาง,4,4,1,4,13,13,9.5,1,8,31.5
กิจกรรมคลินิกโรคทั่วไป,40,28,26,35,129,54.855,43.65,34.5,294.2,427.205
กิจกรรมคลินิกโรคเฉพาะทาง,46,28,31,28,133,54.3667,40.5,53.13,33.2,181.1967
กิจกรรมทางทันตกรรม,16,15,15,16,62,23.4,22.501,23.2,27.3,96.401
กิจกรรมด้านการพยาบาลและผดุงครรภ์,4,2,2,2,10,2.4,1.3,3,3,9.7
กิจกรรมด้านกายภาพบำบัด,5,5,5,1,16,6.5,9,10,0.5,26
กิจกรรมในห้องปฏิบัติการทางการแพทย์,3,2,0,7,12,6,6,0,4.9,16.9
กิจกรรมอื่น ๆ ด้านสุขภาพของมนุษย์ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,13,16,15,11,55,22.8,17.507,53.03,14.1,107.437
หน่วยบริการทางการพยาบาลที่จัดที่พักให้,0,0,2,5,7,0,0,2,11.8,13.8
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับผู้พิการทางสมอง,0,0,0,0,0,0,0,0,0,0
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับผู้มีปัญหาสุขภาพจิต,0,0,0,0,0,0,0,0,0,0
